Afrika,9
Afrika-Borwa,9
Agostose,9
AIDS,9
aphili,9
apola,9
Aprele,9
aterese,9
baabi,2
baagi,2
baagisani,2
baahlodi,2
baanegwa,2
babadi,2
babogedi,2
babolai,2
baboledi,2
babusi,2
badiidi,2
badimo,2
badiradibe,2
badiredi,2
badiri,2
badirisi,2
badisi,2
baditi,2
badudi,2
badumedi,2
baemedi,2
baeng,2
baetapele,2
baeti,2
bafelegtsi,2
bafeti,2
bafsa,2
bagale,2
bagolo,2
bagologolo,2
bagwera,2
bahlabani,2
bahlahlobi,2
bahlakodi,2
bahlanka,2
bahlankedi,2
bahlapetsi,2
bahloki,2
bahu,2
bahumi,2
bahung,2
baisa,2
baithuti,2
Bajuda,2
bakeng,7
bakgalabje,2
bakgathatema,2
bakgekolo,2
bakgethwa,2
bakgoma,2
bakgomana,2
bakgonyana,2
bakgotse,2
Bakriste,2
balaodi,2
balata,2
balatedi,2
balefi,2
balemi,2
baloi,2
baloki,2
balwetsi,2
bana,2
banamedi,2
baneng,2
banenyana,2
bangwadi,2
banna,2
banneng,2
banyakisisi,2
baoki,2
baopedi,2
baporofeta,2
baraloki,2
bararo,14
baratani,2
bareki,2
bareti,2
baromiwa,2
barongwa,2
baruti,2
barutisi,2
barutiwa,2
barutwana,2
barwa,2
barwedi,2
basadi,2
basemane,2
basemanyana,2
basenyi,2
basetsana,2
basomedi,2
basomi,2
Basotho,2
Baswana,2
batheeletsi,2
batho,2
Bathobaso,2
batsebi,2
batseta,2
batsofadi,2
batsomi,2
Batsonga,2
batswadi,2
Batswana,2
Bavenda,2
Beibele,9
beine,9
beke,9
bene,9
beng,2
betsi,2
bjako,14
bjala,14
bjalwa,14
bjaneng,14
bjang,14
bjoko,14
boati,14
bobe,14
bobedi,14
bobete,14
bobona,14
bobotse,14
bodiba,14
bodiidi,14
bodikela,14
boditshabatshaba,14
bodulabahu,14
bodulo,14
bodumedi,14
bodutu,14
bodutwana,14
boemedi,14
boemo,14
boetapele,14
boeti,14
bofefo,14
bofelo,14
bofokodi,14
bofora,14
bofsa,14
bofsega,14
bogadi,14
bogale,14
bogare,14
bogobe,14
bogodimo,14
bogole,14
bogolo,14
bogologolo,14
bogosi,14
bogwe,14
bogwera,14
bohlabela,14
bohlajana,14
bohlale,14
bohlano,14
bohlatse,14
bohloko,14
bohlokwa,14
bohlokwahlokwa,14
bohlola,14
bohodu,14
bohubedu,14
bohwa,14
bohwirihwiri,14
boikarabelo,14
boiketlo,14
boikgantsho,14
boikgopolelo,14
boikokobetso,14
boima,14
boiphediso,14
boipiletso,14
boipshino,14
boipuso,14
boitekelo,14
boitemogelo,14
boithabiso,14
boithatelo,14
boitsebiso,14
boitshwaro,14
bokae,14
bokamoso,14
bokaone,14
bokgabo,14
Bokgalaka,14
bokgobapuku,14
bokgole,14
bokgoni,14
bokgopo,14
bokgwari,14
bokopana,14
bolao,14
bolaodi,14
bolena,14
boleng,14
boleta,14
bolo,9
boloi,14
boloko,14
bolwetsi,14
bomang,2b
bomenetsa,14
bomma,2b
bommasepala,2b
bone,14
bong,14
bongaka,14
bongame,14
bongwadi,14
bonna,14
bonnete,14
bonnyane,14
bonolo,14
bontsi,14
bookelo,14
boomo,14
bootswa,14
bophara,14
bophelo,14
bora,14
boradia,14
borakgwebo,2b
borala,14
borapedi,14
boreledi,14
borena,14
borena,14
boripana,14
borobalo,14
borokgo,14
boroko,14
borotho,14
borutho,14
borutisi,14
borwa,14
bosadi,14
bosaedi,14
bosana,14
bose,14
bosego,14
bosegogare,14
bosele,14
boselela,14
bosenyi,14
bosetshaba,14
bosilo,14
boso,14
boso,14
bosodi,14
bosoro,14
bosuana,14
bosula,14
bosupa,14
bosweu,14
botala,14
botala,14
botatabo,2b
botatagwe,2b
botataweno,2b
botataweso,2b
botate,2b
botee,14
botelele,14
bothakga,14
bothata,14
botho,14
bothopsa,14
botlaela,14
botlalo,14
boto,9
botsana,14
botse,14
botseka,14
botshabelo,14
botshepegi,14
botsofadi,14
boya,14
boyena,14
boyo,14
boyona,14
bupi,14
Desemere,9
diabolo,1a
diala,8
diaparo,8
diatla,8
diatleng,8
dibaka,8
dibata,8
dibatana,8
dibe,8
dibego,8
dibeke,10
dibete,8
dibetsa,8
dibjalo,8
dibjana,8
dibo,8
dibodu,8
diboko,8
dibopego,8
didiba,8
didimo,8
didiriswa,8
diela,8
dielemente,10
diema,8
dienywa,8
diepelong,10
diepere,10
dieplaelo,10
dieta,8
difaele,10
difahlego,8
difata,8
difatanaga,8
difela,8
difilimi,10
difofu,8
difokeng,8
diforomo,10
digagabi,8
digalase,10
digoba,8
digole,8
digotlane,8
digwegwe,8
dihlabelo,8
dihlapi,10
dihlare,8
dihlatse,10
dihloa,8
dihlogo,10
dihlogong,10
dihlogwana,10
dihlong,10
dihlopha,8
dihuswane,10
diila,8
diiri,10
dijo,8
dika,8
dikafoko,8
dikagare,8
dikakanyo,10
dikala,10
dikamano,10
dikanegelo,10
dikanegelokopana,10
dikapolelo,8
dikarabo,10
dikarata,10
dikarolo,10
dikarolong,10
dikarowana,10
dikeledi,10
dikeletso,10
dikenywa,10
dikereke,10
dikete,8
diketekete,8
dikgadima,10
dikgaetsedi,10
dikgagara,10
dikgahlego,10
dikgang,10
dikganyogo,10
dikgaolo,10
dikgarebe,10
dikgatiso,10
dikgato,10
dikgetho,10
dikgoba,8
dikgobe,10
dikgogo,10
dikgokagano,10
dikgomo,10
dikgong,10
dikgopelo,10
dikgopolo,10
dikgoro,10
dikgorong,10
dikgosi,10
dikgwebo,10
dikgwedi,10
dikhamphani,10
dikhunkwane,10
dikhuru,10
dikobo,10
dikobong,10
dikokwane,10
dikolo,8
dikolobe,10
dikoloi,10
dikolong,8
dikoma,10
dikomiti,10
dikontraka,10
dikopano,10
dikopanong,10
dikosa,10
dikosana,10
dikota,10
dikotlo,10
dikotsi,10
dikreiti,10
dikudumela,10
dikuranta,10
dikutu,10
dikwano,10
dikwena,10
dikwero,10
dilaesense,10
dilepe,8
dilete,8
dileteng,8
diletso,8
dillo,8
dilo,8
dilong,8
diloro,10
dilwana,8
dimakatso,8
dimela,8
dimelo,8
dimilione,10
diminerale,10
dimpa,10
dimpho,10
dimpsa,10
dinaga,10
dinageng,10
dinaka,10
dinako,10
dinala,10
dinaledi,10
dinama,10
dinamelwa,8
dinameng,10
dinao,10
dinatla,8
dinawa,10
dineo,10
dingaka,10
dingongorego,10
dingwalo,10
dingwalwa,8
dingwalweng,8
dinkgwa,8
dinko,10
dinku,10
dinkwe,10
dino,8
dinoga,10
dinoka,10
dinoko,8
dinomoro,10
dinonwane,10
dinonyana,10
dinose,10
dinose,10
dinotlelo,8
dinta,10
dintho,10
dintlha,10
dintlo,10
dintshi,10
dintwa,10
dinyakisiso,10
dinyakwa,8
diokobatsi,8
dipadi,10
dipalo,10
dipalo,10
dipalopalo,10
dipampiri,10
dipapadi,10
dipapatso,10
dipeakanyo,10
dipego,10
dipela,10
dipelo,10
dipeu,10
diphahla,10
diphahlo,10
diphalafala,10
diphapang,10
diphapano,10
diphapantsho,10
diphaposi,10
dipharologantsho,10
diphatlalatsi,8
diphedi,8
diphefo,10
diphego,10
dipheko,10
dipheta,10
diphetho,8
diphetogo,10
diphiri,10
dipholo,10
diphoofolo,10
diphoso,10
diphuthego,10
dipilisi,10
dipitsa,10
dipitsi,10
dipoelo,10
dipokolo,10
dipolaseng,10
dipoledisano,10
dipolelo,10
diponagalo,10
dipotsiso,10
diprofense,10
diprojeke,10
dipudi,10
dipuku,10
dipukung,10
dipukwana,10
dipula,10
diputswa,10
dira,8
diranta,10
direkoto,10
direthe,8
direto,8
diretong,8
diretotumiso,8
diripa,8
diripana,8
diroto,8
diruiwa,8
disego,8
disego,8
diso,8
diswantsho,8
ditaba,10
ditabeng,10
ditaelo,10
ditaodiso,10
ditaola,10
ditau,10
ditebogo,10
ditedu,10
ditefelo,10
ditekanyetso,10
diteko,10
ditema,10
ditemana,10
ditematheto,10
diterama,10
ditetelo,10
dithaba,10
dithabe,10
dithabeng,10
dithai,10
dithaka,10
dithapelo,10
dithapo,10
dithekniki,10
ditheo,10
ditherisano,10
ditho,8
dithokgwa,8
dithoko,10
dithoko,10
dithoto,10
dithulano,10
dithunya,8
dithuso,10
dithuto,10
dithutong,10
ditikologo,10
ditiragalo,10
ditirelo,10
ditiro,10
ditlabakelo,8
ditlabelo,8
ditlaisego,10
ditlalemeso,10
ditlamorago,10
ditlhahlobo,10
ditlhaka,10
ditlhako,10
ditlhaloso,10
ditlogolo,8
ditlogolwana,8
ditlolo,8
ditloo,10
ditlou,10
ditlwaelo,10
ditokelo,10
ditona,10
ditonki,10
ditopo,8
ditoro,10
ditoropong,10
ditsebe,10
ditsebeng,10
ditsebi,8
ditsebiso,10
ditseka,8
ditsela,10
ditseleng,10
ditseno,10
ditshaba,8
ditshabatshaba,8
ditshabeng,8
ditshate,10
ditshele,10
ditshelete,10
ditshenyagalelo,10
ditshenyegelo,10
ditshepediso,10
ditshepetso,10
ditshepiso,10
ditshika,10
ditshila,10
ditshipi,10
ditshisinyo,10
ditshwanelo,10
ditshwene,10
ditsiebadimo,10
ditso,8
ditsopolwa,8
ditsweletswa,8
ditulo,8
ditumammogo,10
ditumanosi,10
ditumelo,10
ditwatsi,10
dteng,10
ebangedi,9
ekonomi,9
elemente,9
eng,9
faele,9
fase,16
fasefase,16
Feberware,9
fegelwana,9
fekese,9
felo,16
felwana,16
filimi,9
fonetiki,9
foromo,9
gae,24
galase,9
ganong,5
gare,24
gauta,9
Gauteng,9
godimo,17
godimodimo,17
godingwana,17
hempe,9
histori,9
HIV,9
hlapi,9
hlatse,9
hlogo,9
hlogwana,9
hloko,9
hlolo,9
hlong,9
insorense,9
intasteri,9
iri,9
Janaware,9
jase,9
Jesu,1a
joko,9
Julae,9
June,9
kabelo,9
kabinete,9
kabo,9
kadijela,9
kagiso,9
kago,9
kahlolo,9
kakanyo,9
kakaretso,9
kala,9
kalafo,9
kalotaba,9
kamano,9
kamogelo,9
kanegelo,9
kanegelokopana,9
kanego,9
kankere,9
kantoro,9
kaonafatso,9
Kapa,9
karabo,9
karata,9
karoganyo,9
karolo,9
karolwana,9
kati,9
katlego,9
katoloso,9
katse,9
keledi,9
kelelo,9
keletso,9
kelo,9
kemedi,9
keno,9
kenywa,9
kereke,9
ketapele,9
kgabo,9
kgabo,9
kgaetsedi,9
kgaetsediagwe,1a
kgagara,9
kgahlanong,9
kgahlego,9
kgaka,9
kgakanego,9
kgakgano,9
kgalapatso,9
kgalefo,9
kgamelo,9
kganetso,9
kgang,9
kgano,9
kganyogo,9
kgaogano,9
kgaogelo,9
kgaolo,9
kgapa,9
kgapana,9
kgapeletso,9
kgare,9
kgarebe,9
kgarebjana,9
kgaruru,9
kgaso,9
kgatelelo,9
kgatelopele,9
kgati,9
kgati,9
kgatiso,9
kgato,9
kgaugelo,9
kgegeo,9
kgetho,9
kgethollo,9
kgethologanyo,9
kgobe,9
Kgobe,1a
kgobe,1a
kgobokano,9
kgoboketso,9
kgodiso,9
kgodu,9
kgogo,9
kgokagano,9
kgokong,9
kgole,9
kgolego,9
kgolekgole,9
kgomo,9
kgonagalo,9
kgonego,9
kgong,9
kgonthe,9
kgopana,9
kgoparara,9
kgopelo,9
kgopolo,9
kgoro,9
kgorotsheko,9
kgorwana,9
kgosana,9
kgosi,9
kgotlelelo,9
kgwale,9
kgwara,9
kgwebo,9
kgwedi,9
kgwekgwe,9
kgwele,9
kgwerano,9
khamphani,9
khansele,9
kharikhulamo,9
khasino,9
kholofelo,9
khomisene,9
khomotso,9
khopi,9
khudu,9
khuduego,9
khuduthamaga,9
khuetsano,9
khuetso,9
khunkhwane,9
khupamarama,9
khuru,9
khutlo,9
khutso,9
khwaere,9
khwalithi,9
kiba,9
kilometara,9
kobo,9
kodu,9
kofi,9
koketso,9
koko,1a
kokolohute,9
kokwane,9
kolobe,9
kolobetso,9
koloi,9
koma,9
komelelo,9
komiti,9
konstabolo,1a
kontraka,9
kopano,9
koporo,9
korong,9
kosa,9
kosana,9
kota,9
kotlo,9
kotse,9
kotsi,9
kreiti,9
Kresemose,9
Kriste,1a
kubu,9
kudumela,9
kuranta,9
kutollo,9
kutu,9
kwana,9
kwano,9
kwanyana,9
kwelobohloko,9
kwena,9
kwesiso,9
labakanyana,5
Labobedi,5
Labohlano,5
Labone,5
Laboraro,5
laesense,9
Lamorena,5
lapa,5
leago,5
leano,5
lebadi,5
lebaka,5
lebake,5
lebala,5
lebati,5
lebato,5
lebelo,5
lebelwana,5
lebenkele,5
lebese,5
lebitla,5
lebjale,5
leboa,5
lebone,5
lebopi,5
lebopo,5
lebopo,5
lebotlelo,5
leboto,5
lebowa,5
Leburu,5
ledimo,5
lediri,5
ledirisi,5
lee,5
leeba,5
leekisi,5
leemo,5
leeto,5
lefahla,5
lefapha,5
lefase,5
lefasetere,5
lefaufau,5
lefeela,5
lefego,5
lefehlo,5
lefela,5
lefelo,5
lefetile,5
lefetla,5
lefofa,5
lefoko,5
lefokwana,5
lefsega,5
lefula,5
legadima,5
legae,5
legaga,5
legala,5
legano,5
legapu,5
legare,5
legato,5
legetla,5
lego,5
legoa,5
legodimo,5
legogwa,5
legong,5
legora,5
legoro,5
legoswi,5
legotlo,5
lehea,5
lehlabula,5
lehlaka,5
lehlakore,5
lehlalosetsagotee,5
lehlaodi,5
lehlapa,5
lehlare,5
lehlathi,5
lehlogonolo,5
lehlotlo,5
lehloyo,5
lehlwa,5
lehodu,5
lehono,5
lehu,5
lehufa,5
lehumo,5
lehuto,5
lehutso,5
leihlo,5
leina,5
leino,5
Leisimane,5
lekaba,5
lekala,5
lekga,5
lekgarebe,5
lekgema,5
lekgeswa,5
lekgetho,5
lekgokasediri,5
lekgokasedirwa,5
lekgokedi,5
lekgolo,5
lekgotla,5
lekgotlatheramolao,5
Lekgowa,5
lekhura,5
lekoko,5
lekopanyi,5
lekope,5
lekopo,5
lela,5
lelahlelwa,5
lelatodi,5
leledu,5
leleme,5
leloba,5
leloko,5
lelopo,5
lemati,5
lenaba,5
lenaka,5
lenala,5
lenala,5
lenaneo,5
lenao,5
lenao,5
lengwalo,5
lenong,5
lenono,5
lenti,5
lentsu,5
lentswana,5
lenyaga,5
lenyalo,5
lenyatso,5
lenyora,5
leobu,5
leokodi,5
leopeng,5
leoto,5
leotsa,5
leotwana,5
lepai,5
lepara,5
lepheko,5
lephelo,5
lephephe,5
lephera,5
lephodisa,5
lephoto,5
lepogo,5
lepokisi,5
leraga,5
lerago,5
lerala,5
lerapo,5
leratadima,5
lerathana,5
lerato,5
leratorato,5
lereo,5
leribisi,5
lerole,5
lerope,5
lerotse,5
leru,5
lerumo,5
leruo,5
lesaba,5
lesabasaba,5
lesaedi,5
lesaka,5
lesala,5
lesalasala,5
lesalasupi,5
lesapo,5
lesata,5
lesea,5
leseana,5
lesedi,5
lesela,5
leselawatle,5
lesidi,5
lesika,5
lesilo,5
lesira,5
lesoba,5
lesoboro,5
lesogana,5
lesoka,5
lesoko,5
lesole,5
lesolo,5
lesome,5
lesomehlano,5
lesomenne,5
lesomepedi,5
lesomesenyane,5
lesomeseswai,5
lesomesupa,5
lesometee,5
lesometharo,5
lesometshela,5
leswafo,5
leswao,5
Leswatse,5
leswielo,5
leswika,5
leswikana,5
leswiswi,5
letago,5
letamo,5
Letebele,5
lethabo,5
lethari,5
letheka,5
lethopsa,5
Lethosa,5
lethumasa,5
lethusi,5
letl.,5
letlakala,5
letlalo,5
letlapa,5
letlema,5
letolo,5
letsatsi,5
letseka,5
letsema,5
letsetse,5
letshogo,5
letshollo,5
letsoba,5
letsogo,5
letsoku,5
letsopa,5
letswai,5
letswalo,5
letswele,5
letswele,5
lewa,5
lewatle,5
Lezulu,5
lori,9
maabane,6
Maafrika-Borwa,6
maaka,6
maatla,6
maatlakgogedi,6
mabaka,6
mabakeng,6
mabala,6
mabapi,6
mabarebare,6
mabele,6
mabenkele,6
mabitla,6
mabitleng,6
mabjala,6
mabjang,6
mabjoko,6
mabokgoni,6
mabone,6
mabopi,6
mabose,6
mabothata,6
maboto,6
mabu,6
Maburu,6
madi,6
madiba,6
madibeng,6
madila,6
madimabe,6
madimo,6
madira,6
madireng,6
madiri,6
madisong,6
madulo,6
madulong,6
maduma,6
madume,6
mae,6
maeba,6
maekisi,6
maele,6
maemo,6
maemong,6
maeto,6
mafahla,6
mafahla,6
mafahla,6
mafapha,6
mafase,6
mafego,6
mafela,6
mafelelo,6
mafelo,6
mafelong,6
mafisa,6
mafofa,6
mafoko,6
mafokodi,6
mafokong,6
mafokwana,6
mafolofolo,6
mafsega,6
mafula,6
mafulo,6
mafuri,6
magadi,6
magae,6
magaeng,6
magaga,6
magagabo,6
magageso,6
magala,6
magang,6
magapu,6
magareng,6
magato,6
magetla,6
magetleng,6
magobe,6
magodimo,6
magodimong,6
magomo,6
magoro,6
magorong,6
magosi,6
magoswi,6
magotlo,6
mahlahla,6
mahlajana,6
mahlakore,6
mahlakoreng,6
mahlaku,6
mahlale,6
mahlalosetsagotee,6
mahlaodi,6
mahlapa,6
mahlare,6
mahlasedi,6
mahlathi,6
mahlatse,6
mahlo,6
mahlogonolo,6
mahloko,6
mahlomola,6
mahlong,5
mahlwana,6
mahodu,6
mahu,6
mahube,6
mahumo,6
maikarabelo,6
maikemisetso,6
maikhutso,6
maikutlo,6
maina,6
Maindia,6
maineng,6
Maisimane,6
maitekelo,6
maiteko,6
maitemogelo,6
maitirelo,6
maitshwaro,6
makaba,6
makala,6
makaleng,6
makalo,6
makatika,6
makga,6
makgarebe,6
makgatheng,6
makgema,6
makgokasediri,6
makgolo,6
makgolo,1a
makgotla,6
Makgowa,6
Makgoweng,6
makgwakgwa,6
makhura,6
makoko,6
makoko,6
makopanyi,6
makopo,6
mala,6
malahla,6
malao,6
malaong,6
malapa,6
malapeng,6
malatodi,6
maleba,6
malebana,6
malebisa,6
maledu,6
maleme,6
maleng,6
maloba,6
maloba,6
malobanyana,6
maloko,6
malome,1a
malomeago,1a
malomeagwe,1a
malopo,6
malwetsi,6
mamane,6
mamati,6
mampsa,6
manaba,6
manaka,6
mananeo,6
mang,1a
mangaka,6
manganga,6
mangwalo,6
mangwalong,6
mankgeretla,6
manong,6
manti,6
mantsiboa,6
mantsu,6
mantsung,6
manyami,6
maoto,6
maotong,6
maotwana,6
mapai,6
mapheko,6
maphelo,6
maphelo,6
maphelong,6
maphoto,6
mapogo,6
marago,6
maraka,6
marapo,6
mararankodi,6
marathana,6
mare,6
marega,6
marematlou,6
marena,6
mareo,6
marinini,6
mariri,6
marobalo,6
maroga,6
marole,6
marope,6
maropeng,6
maru,6
marula,6
marumo,6
marung,6
maruo,6
masa,6
masaba,6
masabasaba,6
masaedi,6
masaka,6
masala,6
masaledi,6
masapo,6
masata,6
masea,6
masego,6
masegogare,6
